event_id,game_id,date,matchup,actual_wl,actual_margin,scenario,protagonist_rating,protagonist_minutes,b2b_second_night,fatigue_penalty,real_player_impact_points,total_impact_points,alt_margin,alt_wl,flip
CHI_2019_20_G038,0021900560,2020-01-08,CHI @ NOP,L,-15,HIGH,-1,20,0,1,0.111334,-0.305332,-15.305332,L,0
CHI_2019_20_G039,0021900570,2020-01-10,CHI vs. IND,L,-11,HIGH,-1,20,0,1,0.473266,0.0566,-10.9434,L,0
CHI_2019_20_G040,0021900579,2020-01-11,CHI @ DET,W,9,HIGH,-1,20,1,1,0.159523,-0.673811,8.326189,W,0
CHI_2019_20_G041,0021900593,2020-01-13,CHI @ BOS,L,-12,HIGH,-1,21,0,1,0.219477,-0.218023,-12.218023,L,0
CHI_2019_20_G042,0021900607,2020-01-15,CHI vs. WAS,W,9,HIGH,-1,21,0,1,0.084525,-0.352975,8.647025,W,0
CHI_2019_20_G043,0021900620,2020-01-17,CHI @ PHI,L,-11,HIGH,-1,22,0,1,0.375698,-0.082636,-11.082636,L,0
CHI_2019_20_G044,0021900631,2020-01-18,CHI vs. CLE,W,2,HIGH,-1,22,1,1,-0.006392,-0.923058,1.076942,W,0
CHI_2019_20_G045,0021900647,2020-01-20,CHI @ MIL,L,-13,HIGH,-1,22,0,1,0.218835,-0.239499,-13.239499,L,0
CHI_2019_20_G046,0021900661,2020-01-22,CHI vs. MIN,W,7,HIGH,-1,22,0,1,0.383303,-0.07503,6.92497,W,0
CHI_2019_20_G047,0021900674,2020-01-24,CHI vs. SAC,L,-17,HIGH,-1,22,0,1,0.012779,-0.445554,-17.445554,L,0
CHI_2019_20_G048,0021900682,2020-01-25,CHI @ CLE,W,12,HIGH,-1,21,1,1,0.149278,-0.725722,11.274278,W,0
CHI_2019_20_G049,0021900695,2020-01-27,CHI vs. SAS,W,1,HIGH,-1,22,0,1,0.384133,-0.074201,0.925799,W,0
CHI_2019_20_G050,0021900708,2020-01-29,CHI @ IND,L,-9,HIGH,-1,23,0,1,0.283278,-0.195889,-9.195889,L,0
CHI_2019_20_G051,0021900721,2020-01-31,CHI @ BKN,L,-15,HIGH,-1,22,0,1,-0.075389,-0.533722,-15.533722,L,0
CHI_2019_20_G052,0021900740,2020-02-02,CHI @ TOR,L,-27,HIGH,-1,30,0,1,0.193198,-0.431802,-27.431802,L,0
CHI_2019_20_G053,0021900765,2020-02-06,CHI vs. NOP,L,-6,HIGH,-1,31,0,1,0.081189,-0.564645,-6.564645,L,0
CHI_2019_20_G054,0021900788,2020-02-09,CHI @ PHI,L,-7,HIGH,-1,31,0,1,0.499224,-0.146609,-7.146609,L,0
CHI_2019_20_G055,0021900803,2020-02-11,CHI @ WAS,L,-12,HIGH,-1,30,0,1,0.074785,-0.550215,-12.550215,L,0
CHI_2019_20_G056,0021900823,2020-02-20,CHI vs. CHA,L,-10,HIGH,-1,20,0,1,-0.413546,-0.830213,-10.830213,L,0
CHI_2019_20_G057,0021900839,2020-02-22,CHI vs. PHX,L,-8,HIGH,-1,20,0,1,-0.64783,-1.064496,-9.064496,L,0
CHI_2019_20_G058,0021900845,2020-02-23,CHI vs. WAS,W,9,HIGH,-1,20,1,1,-0.566707,-1.400041,7.599959,W,0
CHI_2019_20_G059,0021900859,2020-02-25,CHI vs. OKC,L,-2,HIGH,-1,20,0,1,-0.531414,-0.94808,-2.94808,L,0
CHI_2019_20_G060,0021900887,2020-02-29,CHI @ NYK,L,-10,HIGH,-1,27,0,1,-0.335238,-0.897738,-10.897738,L,0
CHI_2019_20_G061,0021900907,2020-03-02,CHI vs. DAL,W,2,HIGH,-1,27,0,1,-0.526591,-1.089091,0.910909,W,0
CHI_2019_20_G062,0021900922,2020-03-04,CHI @ MIN,L,-7,HIGH,-1,27,0,1,-0.305348,-0.867848,-7.867848,L,0
CHI_2019_20_G063,0021900934,2020-03-06,CHI vs. IND,L,-6,HIGH,-1,27,0,1,-0.317206,-0.879706,-6.879706,L,0
CHI_2019_20_G064,0021900946,2020-03-08,CHI @ BKN,L,-3,HIGH,-1,20,0,1,-0.493853,-0.91052,-3.91052,L,0
CHI_2019_20_G065,0021900962,2020-03-10,CHI vs. CLE,W,5,HIGH,-1,21,0,1,-0.466924,-0.904424,4.095576,W,0
